Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
791-42-3201,B,Mandalay,Normal,Female,Health and beauty,98.87,10,49.435,1038.135,01/09/2019,17:00,Ewallet,988.7,4.761904762,49.435,4.7
555-77-5046,C,Naypyitaw,Member,Female,Food and beverages,44.91,4,8.982,188.622,03/10/2019,11:26,Cash,179.64,4.761904762,8.982,8.0
217-63-4523,C,Naypyitaw,Member,Male,Health and beauty,11.87,8,4.748,99.708,01/31/2019,12:02,Credit card,94.96,4.761904762,4.748,8.2
825-89-7653,B,Mandalay,Normal,Male,Food and beverages,93.38,6,28.014,588.294,01/10/2019,13:24,Credit card,560.28,4.761904762,28.014,6.4
442-71-2259,B,Mandalay,Normal,Male,Health and beauty,45.05,1,2.2525,47.3025,01/13/2019,19:37,Credit card,45.05,4.761904762,2.2525,8.3
746-25-2017,A,Yangon,Normal,Male,Fashion accessories,15.79,10,7.895,165.795,03/21/2019,20:34,Ewallet,157.9,4.761904762,7.895,5.3
186-73-5391,A,Yangon,Normal,Male,Electronic accessories,42.91,8,17.164,360.444,03/22/2019,17:54,Credit card,343.28,4.761904762,17.164,7.9
119-98-9165,C,Naypyitaw,Member,Male,Electronic accessories,38.47,8,15.388,323.148,03/12/2019,11:02,Ewallet,307.76,4.761904762,15.388,7.5
418-35-9776,C,Naypyitaw,Normal,Female,Home and lifestyle,35.12,3,5.268,110.628,03/06/2019,20:29,Ewallet,105.36,4.761904762,5.268,4.6
169-70-7476,C,Naypyitaw,Member,Female,Sports and travel,31.58,9,14.211,298.431,01/29/2019,20:44,Credit card,284.22,4.761904762,14.211,8.0
389-49-6227,A,Yangon,Normal,Female,Sports and travel,77.2,3,11.58,243.18,02/14/2019,19:39,Ewallet,231.6,4.761904762,11.58,5.4
526-58-7024,A,Yangon,Normal,Female,Electronic accessories,86.47,6,25.941,544.761,02/27/2019,13:08,Ewallet,518.82,4.761904762,25.941,9.6
982-58-3038,C,Naypyitaw,Normal,Male,Health and beauty,15.57,6,4.671,98.091,02/08/2019,13:35,Cash,93.42,4.761904762,4.671,4.5
270-30-5959,B,Mandalay,Normal,Male,Electronic accessories,69.87,2,6.987,146.727,01/30/2019,19:09,Cash,139.74,4.761904762,6.987,7.9
998-43-6282,A,Yangon,Normal,Male,Electronic accessories,30.57,2,3.057,64.197,03/05/2019,17:35,Cash,61.14,4.761904762,3.057,5.2
891-26-7207,B,Mandalay,Member,Female,Health and beauty,74.58,2,7.458,156.618,01/17/2019,12:34,Cash,149.16,4.761904762,7.458,9.3
981-15-9416,B,Mandalay,Normal,Male,Food and beverages,58.64,10,29.32,615.72,01/17/2019,18:21,Credit card,586.4,4.761904762,29.32,6.0
351-65-2747,B,Mandalay,Member,Male,Food and beverages,95.91,7,33.5685,704.9385,03/01/2019,18:48,Cash,671.37,4.761904762,33.5685,6.7
817-11-1687,A,Yangon,Normal,Female,Food and beverages,19.0,1,0.95,19.95,03/07/2019,14:59,Ewallet,19.0,4.761904762,0.95,8.9
856-11-5806,C,Naypyitaw,Normal,Female,Food and beverages,68.91,9,31.0095,651.1995,03/18/2019,18:26,Credit card,620.19,4.761904762,31.0095,7.3
711-45-8700,C,Naypyitaw,Member,Female,Sports and travel,10.64,4,2.128,44.688,03/13/2019,11:50,Cash,42.56,4.761904762,2.128,4.1
875-80-6858,B,Mandalay,Member,Male,Food and beverages,77.55,3,11.6325,244.2825,01/13/2019,15:08,Credit card,232.65,4.761904762,11.6325,9.2
982-42-5268,A,Yangon,Member,Male,Food and beverages,71.73,1,3.5865,75.3165,02/25/2019,17:51,Ewallet,71.73,4.761904762,3.5865,6.0
875-75-2936,B,Mandalay,Member,Female,Electronic accessories,66.71,5,16.6775,350.2275,03/20/2019,11:14,Ewallet,333.55,4.761904762,16.6775,6.4
734-54-8190,C,Naypyitaw,Normal,Female,Food and beverages,61.29,4,12.258,257.418,03/01/2019,13:07,Cash,245.16,4.761904762,12.258,6.3
736-80-1509,C,Naypyitaw,Member,Female,Sports and travel,50.95,2,5.095,106.995,03/13/2019,17:18,Credit card,101.9,4.761904762,5.095,4.8
157-20-3410,B,Mandalay,Member,Male,Sports and travel,45.66,4,9.132,191.772,03/12/2019,12:41,Ewallet,182.64,4.761904762,9.132,6.7
450-26-4043,A,Yangon,Normal,Female,Sports and travel,80.38,8,32.152,675.192,02/09/2019,12:29,Credit card,643.04,4.761904762,32.152,8.8
123-81-6366,B,Mandalay,Normal,Male,Electronic accessories,23.24,3,3.486,73.206,01/05/2019,17:36,Cash,69.72,4.761904762,3.486,4.9
542-82-9947,B,Mandalay,Member,Female,Fashion accessories,49.67,4,9.934,208.614,03/19/2019,18:59,Credit card,198.68,4.761904762,9.934,8.2
442-15-5008,B,Mandalay,Member,Male,Electronic accessories,59.47,5,14.8675,312.2175,02/18/2019,20:52,Cash,297.35,4.761904762,14.8675,9.0
706-92-2284,B,Mandalay,Member,Male,Electronic accessories,73.32,8,29.328,615.888,01/15/2019,12:10,Credit card,586.56,4.761904762,29.328,7.9
194-15-3362,A,Yangon,Member,Female,Home and lifestyle,92.76,7,32.466,681.786,02/13/2019,18:59,Ewallet,649.32,4.761904762,32.466,6.1
959-19-5633,C,Naypyitaw,Member,Male,Electronic accessories,14.86,10,7.43,156.03,01/14/2019,10:53,Credit card,148.6,4.761904762,7.43,8.1
377-87-2509,B,Mandalay,Member,Female,Electronic accessories,40.27,4,8.054,169.134,03/25/2019,19:06,Cash,161.08,4.761904762,8.054,7.5
435-66-3318,C,Naypyitaw,Normal,Male,Electronic accessories,14.31,9,6.4395,135.2295,03/09/2019,17:04,Credit card,128.79,4.761904762,6.4395,9.8
755-26-3896,A,Yangon,Member,Male,Sports and travel,51.5,3,7.725,162.225,02/17/2019,19:42,Ewallet,154.5,4.761904762,7.725,7.4
640-59-2365,C,Naypyitaw,Normal,Male,Food and beverages,95.38,10,47.69,1001.49,01/28/2019,12:57,Cash,953.8,4.761904762,47.69,6.0
576-60-2806,B,Mandalay,Member,Female,Health and beauty,43.67,1,2.1835,45.8535,03/01/2019,20:07,Credit card,43.67,4.761904762,2.1835,6.3
122-32-7904,A,Yangon,Normal,Male,Sports and travel,55.4,5,13.85,290.85,03/21/2019,18:13,Credit card,277.0,4.761904762,13.85,6.3
170-23-5295,C,Naypyitaw,Normal,Female,Food and beverages,67.56,6,20.268,425.628,03/04/2019,20:55,Ewallet,405.36,4.761904762,20.268,7.8
651-44-6701,B,Mandalay,Member,Female,Health and beauty,70.57,2,7.057,148.197,01/04/2019,17:40,Cash,141.14,4.761904762,7.057,7.5
928-93-6814,C,Naypyitaw,Normal,Male,Health and beauty,78.85,2,7.885,165.585,01/12/2019,16:46,Credit card,157.7,4.761904762,7.885,4.6
921-67-6356,A,Yangon,Normal,Female,Fashion accessories,61.75,3,9.2625,194.5125,01/17/2019,18:15,Ewallet,185.25,4.761904762,9.2625,5.5
949-52-8521,C,Naypyitaw,Member,Male,Sports and travel,64.41,10,32.205,676.305,02/26/2019,14:18,Cash,644.1,4.761904762,32.205,4.6
143-22-3116,C,Naypyitaw,Member,Male,Sports and travel,27.27,1,1.3635,28.6335,03/20/2019,20:07,Ewallet,27.27,4.761904762,1.3635,5.1
123-83-6222,B,Mandalay,Member,Female,Electronic accessories,21.7,4,4.34,91.14,01/04/2019,18:34,Cash,86.8,4.761904762,4.34,4.7
660-82-8725,C,Naypyitaw,Member,Female,Home and lifestyle,11.1,2,1.11,23.31,01/16/2019,12:44,Ewallet,22.2,4.761904762,1.11,7.4
676-52-8599,B,Mandalay,Normal,Female,Home and lifestyle,17.37,8,6.948,145.908,03/23/2019,14:09,Ewallet,138.96,4.761904762,6.948,4.1
336-85-3369,C,Naypyitaw,Normal,Female,Health and beauty,64.17,5,16.0425,336.8925,01/05/2019,15:09,Cash,320.85,4.761904762,16.0425,7.5
484-82-8180,C,Naypyitaw,Member,Female,Home and lifestyle,43.87,4,8.774,184.254,03/03/2019,10:05,Ewallet,175.48,4.761904762,8.774,6.7
911-96-6716,C,Naypyitaw,Normal,Male,Fashion accessories,40.83,3,6.1245,128.6145,03/06/2019,15:56,Cash,122.49,4.761904762,6.1245,8.0
106-84-5006,C,Naypyitaw,Member,Male,Electronic accessories,15.0,10,7.5,157.5,01/11/2019,14:42,Cash,150.0,4.761904762,7.5,8.9
570-50-8786,A,Yangon,Member,Female,Home and lifestyle,51.97,7,18.1895,381.9795,03/01/2019,15:59,Cash,363.79,4.761904762,18.1895,7.5
593-64-8227,B,Mandalay,Normal,Male,Fashion accessories,17.32,3,2.598,54.558,02/05/2019,12:38,Ewallet,51.96,4.761904762,2.598,4.7
568-79-8173,A,Yangon,Member,Female,Home and lifestyle,69.07,4,13.814,290.094,01/15/2019,16:16,Credit card,276.28,4.761904762,13.814,8.1
963-88-6823,C,Naypyitaw,Member,Female,Fashion accessories,23.47,3,3.5205,73.9305,02/01/2019,12:17,Cash,70.41,4.761904762,3.5205,6.8
475-39-8414,A,Yangon,Member,Female,Fashion accessories,78.17,8,31.268,656.628,01/06/2019,18:34,Cash,625.36,4.761904762,31.268,5.3
808-56-8390,C,Naypyitaw,Normal,Female,Food and beverages,69.17,9,31.1265,653.6565,03/08/2019,13:46,Cash,622.53,4.761904762,31.1265,8.8
503-61-7417,C,Naypyitaw,Member,Male,Electronic accessories,93.95,6,28.185,591.885,02/14/2019,13:53,Cash,563.7,4.761904762,28.185,4.8
480-44-1943,B,Mandalay,Normal,Male,Sports and travel,69.32,7,24.262,509.502,03/11/2019,11:11,Cash,485.24,4.761904762,24.262,8.8
731-42-9961,B,Mandalay,Member,Female,Health and beauty,31.36,3,4.704,98.784,03/06/2019,16:42,Cash,94.08,4.761904762,4.704,9.1
461-34-6004,C,Naypyitaw,Member,Male,Electronic accessories,87.15,10,43.575,915.075,03/17/2019,11:33,Credit card,871.5,4.761904762,43.575,7.9
768-35-3562,B,Mandalay,Normal,Female,Health and beauty,46.11,10,23.055,484.155,02/06/2019,19:25,Credit card,461.1,4.761904762,23.055,5.5
752-81-6683,A,Yangon,Member,Female,Health and beauty,51.02,1,2.551,53.571,03/04/2019,13:25,Ewallet,51.02,4.761904762,2.551,5.1
917-12-6763,A,Yangon,Normal,Male,Fashion accessories,93.14,5,23.285,488.985,02/19/2019,12:30,Ewallet,465.7,4.761904762,23.285,4.3
838-79-7857,A,Yangon,Member,Male,Home and lifestyle,19.97,6,5.991,125.811,01/18/2019,10:05,Cash,119.82,4.761904762,5.991,6.0
984-19-1634,C,Naypyitaw,Normal,Female,Home and lifestyle,60.7,8,24.28,509.88,02/04/2019,12:06,Cash,485.6,4.761904762,24.28,9.9
186-36-3864,A,Yangon,Normal,Female,Health and beauty,49.63,7,17.3705,364.7805,01/12/2019,13:32,Cash,347.41,4.761904762,17.3705,4.3
186-77-4723,C,Naypyitaw,Normal,Female,Home and lifestyle,85.26,7,29.841,626.661,02/26/2019,11:37,Cash,596.82,4.761904762,29.841,9.5
951-21-4132,C,Naypyitaw,Member,Female,Health and beauty,61.79,8,24.716,519.036,02/26/2019,14:11,Credit card,494.32,4.761904762,24.716,8.5
597-47-5022,B,Mandalay,Member,Male,Electronic accessories,25.64,5,6.41,134.61,03/19/2019,14:39,Ewallet,128.2,4.761904762,6.41,9.5
360-10-7055,B,Mandalay,Normal,Female,Sports and travel,29.62,9,13.329,279.909,03/30/2019,10:15,Ewallet,266.58,4.761904762,13.329,7.5
343-93-1410,A,Yangon,Member,Female,Fashion accessories,17.81,4,3.562,74.802,01/20/2019,17:22,Ewallet,71.24,4.761904762,3.562,5.2
477-50-3896,C,Naypyitaw,Member,Female,Sports and travel,79.91,6,23.973,503.433,02/09/2019,11:15,Credit card,479.46,4.761904762,23.973,6.2
856-25-4931,C,Naypyitaw,Member,Male,Sports and travel,87.65,4,17.53,368.13,03/11/2019,19:22,Ewallet,350.6,4.761904762,17.53,4.3
995-10-5848,B,Mandalay,Member,Male,Home and lifestyle,84.95,4,16.99,356.79,03/15/2019,15:00,Credit card,339.8,4.761904762,16.99,6.8
949-60-5062,C,Naypyitaw,Normal,Male,Fashion accessories,92.69,1,4.6345,97.3245,02/27/2019,20:57,Ewallet,92.69,4.761904762,4.6345,4.6
584-73-8081,C,Naypyitaw,Normal,Female,Electronic accessories,82.64,8,33.056,694.176,03/21/2019,10:48,Cash,661.12,4.761904762,33.056,8.2
193-71-6643,A,Yangon,Normal,Female,Sports and travel,34.19,5,8.5475,179.4975,03/19/2019,10:23,Ewallet,170.95,4.761904762,8.5475,6.3
725-69-8601,C,Naypyitaw,Normal,Male,Health and beauty,95.88,3,14.382,302.022,02/11/2019,20:27,Ewallet,287.64,4.761904762,14.382,7.6
333-68-5078,C,Naypyitaw,Normal,Female,Health and beauty,53.31,8,21.324,447.804,03/01/2019,13:18,Credit card,426.48,4.761904762,21.324,8.1
433-29-5968,A,Yangon,Normal,Female,Health and beauty,53.09,6,15.927,334.467,03/15/2019,16:45,Ewallet,318.54,4.761904762,15.927,4.1
667-17-4737,C,Naypyitaw,Member,Male,Food and beverages,54.1,6,16.23,340.83,03/20/2019,16:12,Cash,324.6,4.761904762,16.23,5.8
557-90-3872,A,Yangon,Member,Female,Food and beverages,93.47,1,4.6735,98.1435,02/24/2019,17:15,Cash,93.47,4.761904762,4.6735,9.8
793-76-5933,C,Naypyitaw,Member,Male,Food and beverages,65.33,7,22.8655,480.1755,03/25/2019,19:23,Credit card,457.31,4.761904762,22.8655,7.0
523-27-1674,B,Mandalay,Normal,Male,Food and beverages,43.19,1,2.1595,45.3495,01/20/2019,10:43,Ewallet,43.19,4.761904762,2.1595,7.1
662-57-5894,B,Mandalay,Member,Male,Food and beverages,76.62,3,11.493,241.353,01/08/2019,17:58,Ewallet,229.86,4.761904762,11.493,9.9
428-77-8919,B,Mandalay,Normal,Male,Electronic accessories,67.99,4,13.598,285.558,02/19/2019,12:10,Ewallet,271.96,4.761904762,13.598,7.0
512-22-5497,A,Yangon,Normal,Female,Health and beauty,15.17,9,6.8265,143.3565,03/22/2019,11:16,Credit card,136.53,4.761904762,6.8265,5.1
171-33-2909,A,Yangon,Normal,Male,Electronic accessories,46.81,9,21.0645,442.3545,01/03/2019,20:57,Credit card,421.29,4.761904762,21.0645,4.8
845-26-4452,B,Mandalay,Normal,Male,Fashion accessories,20.89,10,10.445,219.345,02/11/2019,14:02,Ewallet,208.9,4.761904762,10.445,9.4
665-49-1652,C,Naypyitaw,Member,Male,Fashion accessories,36.37,1,1.8185,38.1885,01/29/2019,18:01,Ewallet,36.37,4.761904762,1.8185,6.8
540-74-3477,B,Mandalay,Member,Female,Electronic accessories,66.64,1,3.332,69.972,03/06/2019,15:55,Ewallet,66.64,4.761904762,3.332,7.3
220-41-1822,A,Yangon,Member,Female,Electronic accessories,98.93,10,49.465,1038.765,01/30/2019,15:25,Credit card,989.3,4.761904762,49.465,4.1
102-35-6387,B,Mandalay,Normal,Female,Food and beverages,43.53,6,13.059,274.239,01/05/2019,11:52,Ewallet,261.18,4.761904762,13.059,9.3
389-82-5098,C,Naypyitaw,Normal,Female,Health and beauty,58.39,3,8.7585,183.9285,01/27/2019,13:26,Ewallet,175.17,4.761904762,8.7585,7.0
170-85-9419,B,Mandalay,Member,Male,Fashion accessories,72.09,7,25.2315,529.8615,02/26/2019,18:07,Cash,504.63,4.761904762,25.2315,6.1
271-35-8306,A,Yangon,Normal,Female,Home and lifestyle,13.73,8,5.492,115.332,01/02/2019,11:22,Ewallet,109.84,4.761904762,5.492,9.8
308-46-2179,A,Yangon,Normal,Male,Food and beverages,37.0,8,14.8,310.8,01/18/2019,20:19,Credit card,296.0,4.761904762,14.8,4.9
883-12-9866,A,Yangon,Member,Female,Fashion accessories,97.82,9,44.019,924.399,02/24/2019,16:40,Credit card,880.38,4.761904762,44.019,6.5
504-98-2277,C,Naypyitaw,Member,Female,Home and lifestyle,25.3,2,2.53,53.13,02/15/2019,14:41,Credit card,50.6,4.761904762,2.53,6.3
408-61-9541,C,Naypyitaw,Member,Male,Fashion accessories,27.9,10,13.95,292.95,01/11/2019,11:04,Ewallet,279.0,4.761904762,13.95,8.8
397-25-2599,B,Mandalay,Member,Male,Home and lifestyle,34.06,5,8.515,178.815,03/23/2019,19:56,Cash,170.3,4.761904762,8.515,8.0
571-44-7454,C,Naypyitaw,Normal,Female,Home and lifestyle,46.1,2,4.61,96.81,03/11/2019,14:06,Cash,92.2,4.761904762,4.61,7.8
712-91-7016,C,Naypyitaw,Normal,Female,Sports and travel,34.7,10,17.35,364.35,03/18/2019,10:43,Cash,347.0,4.761904762,17.35,7.8
415-20-6585,B,Mandalay,Member,Male,Fashion accessories,17.02,8,6.808,142.968,02/05/2019,20:57,Cash,136.16,4.761904762,6.808,6.5
866-65-2707,B,Mandalay,Member,Male,Sports and travel,82.68,10,41.34,868.14,02/21/2019,17:45,Ewallet,826.8,4.761904762,41.34,7.3
603-72-9966,A,Yangon,Normal,Female,Sports and travel,23.46,10,11.73,246.33,02/08/2019,11:00,Ewallet,234.6,4.761904762,11.73,6.8
842-33-7222,C,Naypyitaw,Member,Male,Fashion accessories,46.53,10,23.265,488.565,01/02/2019,11:09,Credit card,465.3,4.761904762,23.265,4.0
484-80-8849,A,Yangon,Member,Male,Electronic accessories,11.39,3,1.7085,35.8785,03/23/2019,12:27,Credit card,34.17,4.761904762,1.7085,8.0
320-66-2372,B,Mandalay,Member,Female,Electronic accessories,49.13,6,14.739,309.519,02/24/2019,11:51,Ewallet,294.78,4.761904762,14.739,8.8
106-14-4807,B,Mandalay,Member,Male,Home and lifestyle,24.98,1,1.249,26.229,01/11/2019,12:07,Credit card,24.98,4.761904762,1.249,6.5
573-46-6800,B,Mandalay,Normal,Female,Health and beauty,29.67,5,7.4175,155.7675,03/28/2019,20:45,Credit card,148.35,4.761904762,7.4175,6.0
215-28-6167,B,Mandalay,Normal,Female,Sports and travel,23.14,10,11.57,242.97,01/26/2019,18:36,Credit card,231.4,4.761904762,11.57,7.1
530-66-9400,C,Naypyitaw,Normal,Male,Fashion accessories,82.28,1,4.114,86.394,01/27/2019,18:39,Credit card,82.28,4.761904762,4.114,7.8
816-60-4445,B,Mandalay,Normal,Male,Sports and travel,25.11,6,7.533,158.193,03/02/2019,18:00,Ewallet,150.66,4.761904762,7.533,5.8
107-37-9426,B,Mandalay,Normal,Male,Food and beverages,73.74,2,7.374,154.854,03/01/2019,18:44,Cash,147.48,4.761904762,7.374,6.7
815-68-8183,B,Mandalay,Member,Male,Fashion accessories,12.15,2,1.215,25.515,02/13/2019,11:39,Cash,24.3,4.761904762,1.215,8.8
928-43-2704,B,Mandalay,Normal,Female,Fashion accessories,56.41,5,14.1025,296.1525,02/02/2019,13:32,Cash,282.05,4.761904762,14.1025,6.2
765-64-1726,C,Naypyitaw,Normal,Female,Health and beauty,40.14,4,8.028,168.588,03/02/2019,14:47,Ewallet,160.56,4.761904762,8.028,7.3
159-32-2722,B,Mandalay,Normal,Female,Home and lifestyle,62.25,2,6.225,130.725,02/13/2019,20:10,Credit card,124.5,4.761904762,6.225,4.5
605-60-1843,B,Mandalay,Normal,Male,Electronic accessories,87.75,10,43.875,921.375,03/09/2019,19:04,Cash,877.5,4.761904762,43.875,8.3
812-66-3404,A,Yangon,Member,Male,Fashion accessories,89.65,6,26.895,564.795,03/26/2019,14:04,Credit card,537.9,4.761904762,26.895,5.1
151-45-6317,B,Mandalay,Normal,Female,Home and lifestyle,88.9,4,17.78,373.38,02/10/2019,17:31,Credit card,355.6,4.761904762,17.78,7.7
673-10-3592,A,Yangon,Member,Female,Food and beverages,88.96,8,35.584,747.264,03/27/2019,18:56,Credit card,711.68,4.761904762,35.584,6.3
166-68-3419,B,Mandalay,Member,Male,Electronic accessories,24.81,7,8.6835,182.3535,01/10/2019,17:44,Cash,173.67,4.761904762,8.6835,7.7
489-41-5023,B,Mandalay,Normal,Male,Electronic accessories,38.24,1,1.912,40.152,02/02/2019,12:23,Cash,38.24,4.761904762,1.912,6.3
431-75-5146,B,Mandalay,Normal,Male,Health and beauty,27.92,4,5.584,117.264,03/06/2019,20:55,Ewallet,111.68,4.761904762,5.584,8.7
195-32-4585,B,Mandalay,Member,Female,Fashion accessories,19.18,3,2.877,60.417,02/23/2019,19:39,Credit card,57.54,4.761904762,2.877,6.3
886-17-2719,B,Mandalay,Member,Male,Electronic accessories,41.25,5,10.3125,216.5625,01/13/2019,20:13,Ewallet,206.25,4.761904762,10.3125,4.6
292-34-8111,B,Mandalay,Normal,Male,Home and lifestyle,83.76,1,4.188,87.948,01/20/2019,18:09,Ewallet,83.76,4.761904762,4.188,4.7
369-17-1386,B,Mandalay,Normal,Male,Food and beverages,42.75,2,4.275,89.775,03/21/2019,20:59,Ewallet,85.5,4.761904762,4.275,6.4
118-86-4213,C,Naypyitaw,Member,Female,Fashion accessories,26.9,3,4.035,84.735,01/15/2019,10:58,Cash,80.7,4.761904762,4.035,7.2
820-57-9753,C,Naypyitaw,Member,Female,Fashion accessories,92.98,10,46.49,976.29,03/06/2019,19:45,Cash,929.8,4.761904762,46.49,9.7
132-96-4845,B,Mandalay,Member,Male,Sports and travel,83.62,2,8.362,175.602,02/01/2019,15:15,Credit card,167.24,4.761904762,8.362,9.1
476-18-5601,C,Naypyitaw,Member,Male,Electronic accessories,52.2,8,20.88,438.48,01/15/2019,10:49,Ewallet,417.6,4.761904762,20.88,5.5
790-72-9038,A,Yangon,Member,Female,Fashion accessories,25.52,1,1.276,26.796,01/23/2019,11:09,Cash,25.52,4.761904762,1.276,8.1
795-64-1344,B,Mandalay,Normal,Male,Electronic accessories,55.94,7,19.579,411.159,01/25/2019,13:38,Cash,391.58,4.761904762,19.579,5.0
146-95-1936,C,Naypyitaw,Member,Male,Home and lifestyle,79.79,3,11.9685,251.3385,02/06/2019,18:35,Ewallet,239.37,4.761904762,11.9685,5.3
674-25-2547,B,Mandalay,Member,Male,Sports and travel,47.14,1,2.357,49.497,02/14/2019,11:07,Cash,47.14,4.761904762,2.357,6.6
933-45-1870,C,Naypyitaw,Normal,Male,Sports and travel,39.6,7,13.86,291.06,01/24/2019,20:22,Ewallet,277.2,4.761904762,13.86,8.2
839-86-1343,B,Mandalay,Normal,Female,Electronic accessories,26.71,4,5.342,112.182,03/16/2019,17:09,Cash,106.84,4.761904762,5.342,6.9
580-27-5807,A,Yangon,Normal,Female,Sports and travel,29.41,5,7.3525,154.4025,01/07/2019,19:27,Cash,147.05,4.761904762,7.3525,8.4
255-73-5249,B,Mandalay,Normal,Female,Home and lifestyle,34.1,9,15.345,322.245,02/15/2019,18:03,Credit card,306.9,4.761904762,15.345,5.5
762-94-6613,C,Naypyitaw,Member,Male,Health and beauty,11.87,10,5.935,124.635,01/21/2019,11:40,Ewallet,118.7,4.761904762,5.935,7.9
681-24-2589,C,Naypyitaw,Normal,Female,Electronic accessories,84.81,10,42.405,890.505,01/31/2019,14:46,Credit card,848.1,4.761904762,42.405,8.0
757-81-7414,C,Naypyitaw,Member,Male,Electronic accessories,69.97,7,24.4895,514.2795,01/24/2019,13:18,Cash,489.79,4.761904762,24.4895,4.3
607-98-9619,A,Yangon,Member,Female,Food and beverages,17.64,9,7.938,166.698,02/18/2019,18:41,Ewallet,158.76,4.761904762,7.938,8.4
985-61-6574,B,Mandalay,Normal,Female,Health and beauty,11.72,1,0.586,12.306,02/12/2019,17:03,Ewallet,11.72,4.761904762,0.586,6.6
192-88-9155,A,Yangon,Member,Female,Fashion accessories,97.16,5,24.29,510.09,03/21/2019,15:11,Credit card,485.8,4.761904762,24.29,4.6
239-60-7341,C,Naypyitaw,Normal,Male,Home and lifestyle,75.01,4,15.002,315.042,02/13/2019,10:49,Credit card,300.04,4.761904762,15.002,8.5
859-76-8832,C,Naypyitaw,Member,Male,Food and beverages,34.89,1,1.7445,36.6345,03/02/2019,10:48,Ewallet,34.89,4.761904762,1.7445,7.7
575-60-3441,A,Yangon,Member,Male,Fashion accessories,26.34,5,6.585,138.285,03/04/2019,11:59,Credit card,131.7,4.761904762,6.585,8.9
252-71-9207,C,Naypyitaw,Normal,Female,Health and beauty,46.59,8,18.636,391.356,02/20/2019,16:00,Credit card,372.72,4.761904762,18.636,7.9
518-70-2977,C,Naypyitaw,Member,Male,Electronic accessories,85.98,5,21.495,451.395,01/03/2019,19:48,Cash,429.9,4.761904762,21.495,8.2
245-30-1742,C,Naypyitaw,Normal,Female,Home and lifestyle,73.07,9,32.8815,690.5115,02/10/2019,16:42,Credit card,657.63,4.761904762,32.8815,8.9
958-96-2777,C,Naypyitaw,Member,Female,Food and beverages,95.46,3,14.319,300.699,01/02/2019,11:19,Ewallet,286.38,4.761904762,14.319,6.4
976-21-5715,C,Naypyitaw,Member,Male,Home and lifestyle,25.66,3,3.849,80.829,03/13/2019,19:13,Cash,76.98,4.761904762,3.849,7.4
502-59-1626,A,Yangon,Normal,Male,Fashion accessories,81.47,10,40.735,855.435,03/16/2019,20:38,Cash,814.7,4.761904762,40.735,7.6
705-50-7829,B,Mandalay,Member,Female,Food and beverages,62.78,5,15.695,329.595,03/29/2019,13:38,Cash,313.9,4.761904762,15.695,5.0
830-18-6289,B,Mandalay,Member,Male,Sports and travel,74.6,6,22.38,469.98,02/16/2019,10:43,Cash,447.6,4.761904762,22.38,4.2
365-88-8114,B,Mandalay,Normal,Male,Food and beverages,40.84,3,6.126,128.646,02/08/2019,15:30,Cash,122.52,4.761904762,6.126,8.6
908-86-4291,C,Naypyitaw,Member,Male,Home and lifestyle,17.57,5,4.3925,92.2425,03/06/2019,14:31,Credit card,87.85,4.761904762,4.3925,6.4
968-84-7822,B,Mandalay,Member,Female,Health and beauty,14.28,8,5.712,119.952,01/19/2019,15:16,Credit card,114.24,4.761904762,5.712,4.1
688-18-2915,C,Naypyitaw,Member,Female,Sports and travel,80.43,5,20.1075,422.2575,03/24/2019,11:57,Cash,402.15,4.761904762,20.1075,8.1
613-50-1334,C,Naypyitaw,Normal,Male,Fashion accessories,10.37,4,2.074,43.554,01/31/2019,15:29,Cash,41.48,4.761904762,2.074,6.4
679-21-1601,B,Mandalay,Member,Female,Electronic accessories,64.29,8,25.716,540.036,03/23/2019,13:00,Cash,514.32,4.761904762,25.716,9.7
449-67-1340,C,Naypyitaw,Normal,Female,Health and beauty,41.82,2,4.182,87.822,03/26/2019,13:36,Cash,83.64,4.761904762,4.182,5.1
702-85-4862,C,Naypyitaw,Normal,Female,Fashion accessories,39.7,1,1.985,41.685,03/05/2019,17:09,Credit card,39.7,4.761904762,1.985,6.1
944-32-4547,C,Naypyitaw,Normal,Female,Fashion accessories,45.21,8,18.084,379.764,03/04/2019,19:12,Ewallet,361.68,4.761904762,18.084,6.5
862-42-3224,A,Yangon,Member,Female,Sports and travel,35.63,8,14.252,299.292,01/02/2019,15:48,Ewallet,285.04,4.761904762,14.252,4.2
294-52-8246,A,Yangon,Normal,Female,Electronic accessories,64.33,9,28.9485,607.9185,03/01/2019,17:03,Ewallet,578.97,4.761904762,28.9485,9.4
216-53-2228,C,Naypyitaw,Normal,Female,Food and beverages,83.87,10,41.935,880.635,02/20/2019,18:56,Ewallet,838.7,4.761904762,41.935,6.1
452-41-5710,B,Mandalay,Normal,Male,Home and lifestyle,17.97,3,2.6955,56.6055,03/12/2019,15:15,Credit card,53.91,4.761904762,2.6955,9.8
316-28-2783,A,Yangon,Normal,Female,Electronic accessories,69.24,5,17.31,363.51,03/08/2019,17:52,Credit card,346.2,4.761904762,17.31,7.3
321-55-1549,B,Mandalay,Member,Male,Sports and travel,37.17,10,18.585,390.285,03/27/2019,11:30,Ewallet,371.7,4.761904762,18.585,7.5
